iana_id,registrar_name,URL,RAA,NAME,EMAIL,PHONE,country_name
1326,"Webair Internet Development, Inc.",www.webair.com,2013,Domains Dept,icann-contact@webair.com,+1 5169384100,236
1327,"Vitalwerks Internet Solutions, LLC DBA No-IP",https://www.noip.com,2013,Daniel Durrer,domains@no-ip.com,+1 7758531883x100,236
1328,RegistryGate GmbH,www.registrygate.com,2013,Fritz Diekmann,service@registrygate.com,+49 8955061210,83
1330,Microsoft Corporation,www.microsoft.com,2013,Cole Quinn,colequin@microsoft.com,+1 2063306600,236
1331,"eName Technology Co., Ltd.",www.ename.net,2013,Yawei Chen,service@ename.com,+86 5925954294,46
1332,Experinom Inc.,www.experinom.com,2013,Furqan Khan,f.khan@experinom.net,+1 4167509990,40
1333,"Samjung Data Service Co., Ltd",www.direct.co.kr,2013,Woo-sam Kim,domain@sds.co.kr,+82 220290320,119
1336,"Net-Chinese Co., Ltd.",www.net-chinese.com.tw,2013,Vicky Tu,foreign@net-chinese.com.tw,+886 225319196,218
1337,Terranet (India) Private Limited,https://www.webwerks.com,2013,Deenanath Tiwari,compliance@zenregistry.com,+91 2240500600,103
1341,Hawthornedomains.com LLC,www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1342,Namevolcano.com LLC,www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1343,Namesalacarte.com LLC,www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1344,Namepanther.com LLC,www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1345,"Key-Systems, LLC",www.key-systems.net,2013,Registry Liaison,registry-liaison@key-systems.net,+49 68949396850,236
1346,Sitefrenzy.com LLC,www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1347,Silverbackdomains.com LLC,www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1348,Savethename.com LLC,www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1349,Santiamdomains.com LLC,www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1350,Sammamishdomains.com LLC,www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1351,Rainydaydomains.com LLC,www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1352,GateKeeperDomains.net LLC,www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1353,Soyouwantadomain.com LLC,www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1354,Snoqulamiedomains.com LLC,www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1355,Snappyregistrar.com LLC,www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1356,Mvpdomainnames.com LLC,www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1357,Microbreweddomains.com LLC,www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1358,Masterofmydomains.net LLC,www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1359,Lakeodomains.com LLC,www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1360,Klaatudomains.com LLC,www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1362,Regtime Ltd.,www.webnames.ru,2013,Sergey Sharikov,s.shar@regtime.net,+7 8463733047,183
1364,Kheweul.com SA,www.kheweul.com,2013,KHEWEUL.COM SA,kheweul@kheweul.com,+221 774442350,196
1366,"Xiamen ChinaSource Internet Service Co., Ltd",www.zzy.cn,2013,Yang Qunfeng,kf@zzy.cn,+86 5922958888,46
1367,Paknic (Private) Limited,www.paknic.com,2013,General Manager,info@paknic.com,+92 477652800,168
1372,Sedo.com LLC,www.sedo.com,2013,Jeremiah Johnston,legal@sedo.com,+1 6174997297,236
1373,"DotArai Co., Ltd.",www.dotarai.com,2013,Mrs. Pensri Arunwatanamongkol,info@dotarai.co.th,+66 25648038,221
1375,Register.ca Inc.,www.register.ca,2013,Customer Service,support@register.ca,+1 4166429415,40
1376,Instra Corporation Pty Ltd.,www.instra.com,2013,Ben Crawford,registry_admin@instra.com,+61 397831800,14
1378,Hosteur SARL,www.hosteur.fr,2013,Laurent Escart,laurent@hosteur.com,+33 988660550,76
1379,Service Development Center of the State Commission Office for Public Sector Reform,www.sdc.org.cn,2013,Xu Wang,technical_cn@163.com,+86 1069001156,46
1381,AFRIREGISTER S.A.,www.afriregister.com,2013,Jonathan Gahamanyi,corporate@afriregister.com,+257 76823800,37
1383,"Soluciones Corporativas IP, SL",www.dondominio.com,2013,Joan Miquel Duran,info@scip.es,+34 871986600,209
1387,1API GmbH,1api.net,2013,Registry Liaison,registry-liaison@key-systems.net,+49 68949396850,83
1388,Dattatec Corp,www.donweb.com,2013,Dattatec.com SRL,dominios@donweb.com,+54 +54 9 0341 4360333,11
1390,Mesh Digital Limited,www.meshdigital.com,2013,Domainbox Support,support@domainbox.com,+44 1483304030,235
1391,"Azdomainz, LLC",www.azdomainz.com,2013,George Stathas,icann@buydomains.com,+1 7818397950,236
1392,"Azprivatez, LLC",www.azprivatez.com,2013,George Stathas,icann@buydomains.com,+1 7818397950,236
1396,"Abansys & Hostytec, S.L.",www.abansys.com,2013,"Abansys & Hostytec, S.L.",icann@abansysandhostytec.com,+34 902999019,209
1403,"10dencehispahard, S.L.",www.cdmon.com,2013,Jaume R. Palau Potau,adm.dom@cdmon.com,+34 935677577,209
1407,SW Hosting & Communications Technologies SL dba Serveisweb,www.serveisweb.com,2013,Francisco Javier Serra Martinez,dominios@serveisweb.com,+34 972010550,209
1408,united-domains AG,www.united-domains.de,2013,Tobias Sattler,support@united-domains.de,+49 8151368670,83
1409,"Verelink, Inc.",verelink.com,2013,Verelink Team,billing@verelink.com,+1 4156603334,236
1411,DomainName Highway LLC,https://www.xz.com,2013,Haoxing Gong,registrar@dotmedia.com,+86 5925990220,100
1416,Minds and Machines LLC,mindsandmachines.com,2013,Erik Hoang,ops@mmx.co,+1 9167652233,236
1417,"Guangzhou Ming Yang Information Technology Co., Ltd",www.hupo.com,2013,Nancini Wang,reg@gz.com,+86 2085563616,46
1418,Danesco Trading Ltd.,danesconames.com,2013,Anna Pravdenko Alexandrou,invoice@danesconames.com,+357 97658932,59
1420,INWX GmbH & Co. KG,www.inwx.com,2013,Mario Peschel,info@inwx.com,+49 309832120,83
1424,"Wingu Networks, S.A. de C.V.",www.suempresa.com,2013,Departamento de Dominios,dominios@suempresa.com,+52 5547420600x4009,144
1426,Registrar R01 LLC,r01.ru,2013,Svetlana Kulakova,tld-adm@r01.ru,+7 4957833783,183
1432,Alpine Domains Inc.,www.alpinedomains.com,2013,Registrar Manager,registrar@alpinedomains.com,+1 6042887779,40
1434,GMO Brights Consulting Inc.,brightsconsulting.com,2013,Mitsuaki Nakagawa,domain.master@brights.jp,+81 357841069,112
1435,AB RIKTAD,www.riktad.com,2013,Yngve Josefsson,info@itconnect.se,+46 522777999,215
1436,Center of Ukrainian Internet Names (UKRNAMES),www.ukrnames.com,2013,Alexey Mykhaylov,info@ukrnames.com,+380 577322540,233
1441,"TurnCommerce, Inc. DBA NameBright.com",www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1443,Vautron Rechenzentrum AG,www.vautron.de,2013,Harold Ursachi,registries@antagus.de,+49 9415990307,83
1444,TWT S.p.A.,www.twt.it,2013,Support Internet,support-internet@twt.it,+39 0289089620,110
1446,Larsen Data ApS,larsendata.com,2013,Kristian Ormen,support@larsendata.com,+45 46903232,61
1448,Blacknight Internet Solutions Ltd.,www.blacknight.com,2013,Michele Neylon (Mr),sales@blacknight.com,+353 599183072,107
1449,"URL Solutions, Inc.",pananames.com,2013,Konstantin Bezruchenko,support@pananames.com,+1 9727369998,171
1452,Site Matrix LLC,profilebuilder.com,2013,Rick Latona,rick@sitematrix.com,+1 9152296263,179
1454,Nics Telekomunikasyon A.S.,www.nicproxy.com,2013,Nics Telekom,customerservice@nicproxy.com,+90 2122132963,228
1456,NetArt Registrar Sp. z o.o.,www.netart-registrar.com,2013,Dorota Gacek,info@netart-registrar.com,+48 224544885,177
1459,"Domainmonster.com, Inc.",www.domainmonster.com,2013,Customer Support,support@domainbox.com,+1 8779776263,236
1460,Server Plan Srl,www.serverplan.com,2013,Claudio De Luca,domini@serverplan.com,+39 07763924,110
1462,One.com A/S,www.one.com,2013,Rieke Poppe,hostmaster@one.com,+45 46907111,61
1463,"Global Domains International, Inc. DBA DomainCostClub.com",www.domaincostclub.com,2013,Support Management,public.contact@website.ws,+1 7606023000,236
1464,NameWeb BVBA,www.nameweb.biz,2013,Bart Mortelmans,info@nameweb.biz,+32 34004343,22
1465,"Hangzhou AiMing Network Co., Ltd.",www.22.cn,2013,Jianguo He,service@22.cn,+86 57187756881,46
1466,Lexsynergy Limited,www.lexsynergy.com,2013,Domain Name Department,domains@lexsynergy.com,+44 2081331319,235
1467,Register NV dba Register.eu,www.register.eu,2013,Jonas Dhaenens,info@register.eu,+32 22473720,22
1469,Jiangsu Bangning Science & technology Co. Ltd.,www.55hl.com,2013,Xiangli Li,idc@55hl.com,+86 2586883420,46
1470,"Shanghai Yovole Networks, Inc.",www.yovole.com,2013,Liu songhua,domain@yovole.com,+86 2151263688,46
1472,LiquidNet Ltd.,www.liquidnetlimited.com,2013,Nikolay Blaskov,domains@propersupport.com,+44 2036951294,235
1474,WIXI Incorporated,wixi.jp,2013,WIXI Incorporated ICANN Contact,icann@wixi.jp,+81 332346921,112
1475,April Sea Information Technology Company Limited,maprilis.net,2013,Khoi Nguyen,admin@maprilis.net,+84 822423641,242
1476,World4You Internet Services GmbH,www.world4you.com,2013,Johannes Kuehrer,office@world4you.com,+43 7329303520,15
1477,"Name108, Inc.",www.name.com,2013,Jillian Robinson,support@name.com,+1 7202492374,236
1478,CV. Jogjacamp,idwebhost.com,2013,Ogi Sigit Pornawan,info@resellercamp.com,+62 8174117957,104
1479,"NameSilo, LLC",www.namesilo.com,2013,Kristaps Ronka,support@namesilo.com,+1 6024928198,236
1480,The Registrar Company B.V.,www.theregistrarcompany.com,2013,The Registrar Company B.V.,info@theregistrarcompany.com,+31 887507020,157
1481,Hu Yi Global Information Hong Kong Limited,www.8hy.hk,2013,Cherrie Chong,cherrie.chong@8hy.hk,+852 +00852 2525 6008,100
1483,Neubox Internet S.A. de C.V.,neubox.com,2013,Gabriela Ramirez,gabriela@neubox.net,+52 4444215176,144
1485,"Japan Registry Services Co., Ltd.",jprs.jp/registrar,2013,Takafumi Sakura,gtld-contact@jprs.co.jp,+81 352158459,112
1488,Demys Limited,www.demys.com,2013,Andrew D. S. Lothian,general@demys.com,+44 1312260660,235
1489,"Megazone Corp., dba HOSTING.KR",www.hosting.kr,2013,Myungsoo Lee,ms.lee@hosting.kr,+82 221092521,119
1491,"Koreacenter co., Ltd.",www.ssandomain.com,2013,Jae-Woo Seo,zeu@cocen.com,+82 269039561,119
1492,NEEN S.p.A.,www.neen.it,2013,Marco Zani,icann-domain@neen.it,+39 0245485420,110
1493,Ilait AB,ilait.se,2013,ilait Registry,registry@ilait.se,+46 313522300,215
1494,"Beijing Guoxu Network Technology Co., Ltd.",https://www.guoxuwang.cn,2013,Annie XU,overseas@guoxuwang.cn,+86 1051192235,46
1495,BigRock Solutions Ltd,www.bigrock.com,2013,Domain Manager,tldadmin@logicboxes.com,+1 2013775952,103
1499,Ghana Dot Com Ltd.,www.ghana.com,2013,Nii Narku Quaynor,quaynor@ghana.com,+233 244331650,84
1500,Tirupati Domains and Hosting Pvt Ltd.,www.tirupatidomains.in,2013,Pradeep Savita,pradeep.s@tirupatidomains.in,+91 2228114502,103
1501,DotRoll Kft.,www.dotroll.com,2013,Zsolt Gyoergy Komaromi,zsolt.komaromi@dotroll.com,+36 14323232,101
1502,Gabia C&S,WWW.GABIA.COM,2013,Jang Chang Ki,rrinfo@gabia.com,+82 28293543,119
1503,PT Ardh Global Indonesia,www.resellerid.com,2013,Maria Ulfany,sales@resellerid.com,+62 215384398,104
1505,"Gransy, s.r.o.",https://regtons.com,2013,Jan Horak,info@subreg.cz,+420 734463373,60
1506,Gesloten Domain N.V.,www.Gesloten.cw,2013,Marije Vaders,marije@gesloten.cw,+1 8882549633,58
1508,TOGLODO S.A.,www.toglodo.com,2013,Dess Dizonni,infoserver@toglodo.com,+506 24309867,54
1509,"Cosmotown, Inc.",www.cosmotown.com,2013,Cosmotown Inc,domain@cosmotown.com,+1 6504739500,236
1510,"Name118, Inc.",www.name.com,2013,Jillian Robinson,support@name.com,+1 7202492374,236
1511,"Name113, Inc.",www.name.com,2013,Jillian Robinson,support@name.com,+1 7202492374,236
1512,"Name112, Inc.",www.name.com,2013,Jillian Robinson,support@name.com,+1 7202492374,236
1513,"Name104, Inc.",www.name.com,2013,Jillian Robinson,support@name.com,+1 7202492374,236
1514,"Name111, Inc.",www.name.com,2013,Jillian Robinson,support@name.com,+1 7202492374,236
1515,123-Reg Limited,www.123-Reg.co.uk,2013,Public Contact,services@123-reg.co.uk,+44 2085877500,235
1517,HOAPDI INC.,www.hoapdi-inc.com,2013,Miguel Lopez,hoapdicompany@gmail.com,+1 3472271716,175
1518,"Shanghai Best Oray Information S&T Co., Ltd.",www.oray.com,2013,Lin Jianliang,ken@oray.com,+86 2135906780,46
1519,NETIM SARL,www.netim.com,2013,Bruno Vincent,sales@netim.com,+33 972307470,76
1525,"Guangdong JinWanBang Technology Investment Co., Ltd.",www.gzidc.com,2013,Xin Ye,abuse@gzidc.com,+86 2066849000x2,46
1526,Hogan Lovells International LLP,www.anchovy.com,2013,David Taylor,rapublic@hoganlovells.com,+33 631280332,76
1527,DOMAIN NAME NETWORK PTY LTD,www.ename.com,2013,Mia Yang,service@ename.com,+86 18606925853,14
1529,DomainLocal LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1531,Automattic Inc.,www.wordpress.com,2013,WordPress.com Support,help@wordpress.com,+1 8772733049,236
1533,Good Domain Registry Pvt Ltd.,www.gooddomainregistry.com,2013,Murugan Ranganathan,admin@gooddomainregistry.com,+91 9360303099,103
1534,Aerotek Bilisim Sanayi ve Ticaret AS,https://www.turhost.com/domain/,2013,Dogan Ender Yenice,public@aerotek.com.tr,+90 2623245555,228
1535,TheNameCo LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1536,BoteroSolutions.com S.A.,Boterosolutions.com,2013,Botero Solutions S.A.,sands@aplegal.com,+504 87632246,236
1537,NameJolt.com LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1538,NameTell.com LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1539,Nameling.com LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1540,Domainwards.com LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1541,DomainPrime.com LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1542,Korea Server Hosting Inc.,ksdom.kr,2013,Young Ho Kim,domain@ksidc.net,+82 25938320,119
1543,"Name110, Inc.",www.name.com,2013,Jillian Robinson,support@name.com,+1 7202492374,236
1544,"Name114, Inc.",www.name.com,2013,Jillian Robinson,support@name.com,+1 7202492374,236
1545,"Name115, Inc.",www.name.com,2013,Jillian Robinson,support@name.com,+1 7202492374,236
1546,"Name116, Inc.",www.name.com,2013,Jillian Robinson,support@name.com,+1 7202492374,236
1547,"Name117, Inc.",www.name.com,2013,Jillian Robinson,support@name.com,+1 7202492374,236
1548,"Name119, Inc.",www.name.com,2013,Jillian Robinson,support@name.com,+1 7202492374,236
1549,"Name120, Inc.",www.name.com,2013,Jillian Robinson,support@name.com,+1 7202492374,236
1550,"Name109, Inc.",www.name.com,2013,Jillian Robinson,support@name.com,+1 7202492374,236
1551,"Name107, Inc.",www.name.com,2013,Jillian Robinson,support@name.com,+1 7202492374,236
1553,"Small World Communications, Inc.",www.smallworldregistrar.com,2013,Rob McClinton,contact@smallworldregistrar.com,+1 6262495119,236
1555,"22net, Inc.",www.22.cn,2013,Jianguo He,service@22.cn,+86 57187756881,46
1556,"Chengdu West Dimension Digital Technology Co., Ltd.",www.west.cn,2013,Qingyu He,abuse@west.cn,+86 2862778877x8364,46
1557,"Netowl, Inc.",www.star-domain.jp,2013,chikako negoro,icann@netowl.jp,+81 752568553,112
1559,Dynadot2 LLC,www.dynadot2.com,2013,Dynadot2 Staff,info@dynadot2.com,+1 6502620100,236
1560,Genious Communications SARL/AU,www.genious.net,2013,Hamza Aboulfeth,h.aboulfeth@genious.net,+212 524291141,151
1563,"Foshan YiDong Network Co., LTD",www.72e.net,2013,Luo Yong Nie,domain@72e.net,+86 15914583361,46
1564,TLD Registrar Solutions Ltd.,www.tldregistrarsolutions.com,2013,Joseph Chui,admin@tldregistrarsolutions.com,+44 2034357312,235
1566,NameSector LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1567,NameSay LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1568,DomainFalcon LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1569,DomainHood LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1570,DomainExtreme LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1571,WorthyDomains LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1572,GlamDomains LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1573,NameStrategies LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1574,DotNamed LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1575,ZoomRegistrar LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1576,DomainDelights LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1577,NameForward LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1578,TradeNamed LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1579,ProNamed LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1580,NameBrew LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1582,"Tecnologia, Desarrollo Y Mercado S. de R.L. de C.V.",www.2imagen.net,2013,Giselle Villalvir del Cid,icann@2imagen.net,+52 8789800503,99
1583,Umbrellar Limited,www.webdrive.co.nz,2013,Support Desk,support@openhost.co.nz,+64 94772655,159
1586,MAT BAO CORPORATION,www.matbao.net,2013,Nguyen Quoc Vinh,icann@matbao.com,+84 838681888,242
1587,Mijn InternetOplossing B.V.,www.mijninternetoplossing.nl,2013,Maurice A. Bonsee,info@mijninternetoplossing.nl,+31 367851370,157
1588,"Beijing Sanfront Information Technology Co., Ltd",www.sfn.cn,2013, ,,,46
1590,"ChinaNet Technology (SuZhou) CO., LTD",www.ChinaNet.cc,2013,Cheng Li,domain@chinanet.cc,+86 51288868891,46
1591,"Promo People, Inc.",promopeople.com,2013,Anthony Licursi,support@promopeople.com,+1 9053153466,40
1593,Powered by Domain.com LLC,vip.domain.com,2013,Customer Service Department,support@domain-inc.net,+1 8006780458,236
1594,"Anessia, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1595,"DanCue, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1596,"BraveNames, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1597,"GreenZoneDomains, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1598,EastNames Inc.,www.EastNames.com,2013,Maneesh Kalra,maneesh@eastnames.com,+507 (778) 242-4095,171
1599,Alibaba Cloud Computing Ltd. d/b/a HiChina (www.net.cn),wanwang.aliyun.com,2013,Ali Yun,regsupport@list.alibaba-inc.com,+86 1065985888,46
1600,"Tecnocrática Centro de Datos, S.L.",https://www.registrador.es,2013,Alfredo Sola,icann@tecnocratica.net,+34 910059090,209
1601,Atak Domain Hosting Internet ve Bilgi Teknolojileri Limited Sirketi d/b/a Atak Teknoloji,www.atakdomain.com,2013,Bahaddin Yazici,byazici@atakteknoloji.com,+90 011902623259222,228
1603,TransIP B.V.,www.transip.nl,2013,Jeroen Hupscher,support@transip.nl,+31 715241919,157
1605,"Chengdu Fly-Digital Technology Co., Ltd.",www.sudu.cn,2013,Yue Zhang,unclemoon@hotmail.com,+86 13550204888,46
1606,Registrar of Domain Names REG.RU LLC,reg.ru,2013,Svetlana Lienko,lienko@reg.ru,+7 4955801111,183
1607,CCI REG S.A.,www.ccireg.com,2013,Gerardo Aristizabal Peraza,admin@ccireg.com,+57 3162928048,171
1608,Good Name Network Technology Ltd.,www.22.cn,2013,Wang hangyan,service@22.cn,+86 57188276020,235
1609,Synergy Wholesale Pty Ltd,synergywholesale.com,2013,SW Enquiry,info@synergywholesale.com,+61 3999483,14
1610,NamesHere LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1611,DomainGetter LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1612,DomainCritics LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1613,AccentDomains LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1614,DomainAhead LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1615,VisualNames LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1616,NameTurn LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1617,PresidentialDomains LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1618,DomainTact LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1619,"Guangdong Nicenic Technology Co., Ltd. dba NiceNIC",www.iisp.com,2013,Zheng Wang,admin@nicenic.net,+86 7563366365,46
1620,EJEE Group Holdings Limited,www.ejee.com,2013,EJEE Support,service@ejee.com,+86 1082551835,100
1621,"Shanghai Meicheng Technology Information Development Co., Ltd.",www.cndns.com,2013,Jun Hua Lu,tld@cndns.com,+86 2151697771x8029,46
1623,Registrar Manager Inc.,www.registrarmanager.com,2013,Adam Strong,support@registrarmanager.com,+1 2178919478,236
1625,LEMARIT GmbH,www.lemarit.com,2013,Martin Kuechenthal,icann@lemarit.com,+49 1724500468,83
1626,Domainbox Limited,www.domainbox.com,2013,Domainbox Support Team,support@domainbox.com,+44 1483307527,235
1627,Domainmonster Limited,www.domainmonster.com,2013,Domainmonster Support Team,support@domainmonster.com,+44 1483304030,235
1630,Ligne Web Services SARL dba LWS,www.lws.fr,2013,Societe LWS,domaine@lws.fr,+33 610804666,76
1631,"Fujian Litian Network Technology Co.,Ltd",www.ltisp.com,2013,ZhiJing Su,18662827@qq.com,+86 59568291577,46
1632,"Chengdu Century Oriental Network Communication Co., Ltd.",www.51web.com,2013,Att. Mike,public-hk@51web.com,+852 81916289,100
1633,"NamePal.com #8027, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1636,"Hostinger, UAB",www.hostinger.com,2013,Arnas Stuopelis,domains@hostinger.com,+370 68424669,129
1637,Dynadot0 LLC,www.dynadot0.com,2013,Dynadot Staff,info@dynadot0.com,+1 6502620100,236
1638,Dynadot1 LLC,www.dynadot1.com,2013,Dynadot Staff,info@dynadot1.com,+1 6502620100,236
1639,eBrand Services S.A.,ebrandservices.com,2013,Lutz Berneke,info@ebrandservices.com,+352 20203100,130
1640,"Beijing Wangzun Technology Co., Ltd.",www.wangzun.com,2013,hongkun Wu,kun@namemax.cn,+86 15167003866,46
1641,Brennercom Limited,www.webhosting24.us,2013,Thomas Moroder,info@brennercom.com,+1 3023531353,236
1642,"EmpireStateDomains, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1643,"NorthNames, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1644,"SouthNames, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1645,Diamatrix C.C.,www.domains.co.za,2013,Public Contact,pc@domains.co.za,+27 116409700,206
1647,Hosting Concepts B.V. d/b/a Registrar.eu,www.openprovider.com,2013,Sales Department,sales@openprovider.com,+31 104482296,157
1649,P.A. Viet Nam Company Limited,https://www.pavietnam.vn,2013,Phuong Huynh,pa@pavietnam.vn,+84 908086513,242
1651,Dynadot3 LLC,www.dynadot3.com,2013,Dynadot Staff,info@dynadot3.com,+1 6502620100,236
1652,Dynadot4 LLC,www.dynadot4.com,2013,Dynadot Staff,info@dynadot4.com,+1 6502620100,236
1653,Dynadot5 LLC,www.dynadot5.com,2013,Dynadot Staff,info@dynadot5.com,+1 6502620100,236
1654,Ourdomains Limited,www.ourdomains.com,2013,Jianguo He,service@ourdomains.com,+86 57187756881,100
1655,"Xiamen Nawang Technology Co., Ltd",www.nawang.cn,2013,Yingfeng Chen,chen@nawang.cn,+86 13600939686,46
1656,Kagoya Japan Inc.,www.kagoya.jp,2013,Motokazu Hirakawa,domain@kagoya.ad.jp,+81 752529355,112
1659,GoDaddy Online Services Cayman Islands Ltd.,http://www.uniregistrar.com,2013,Legal Department,legal@godaddy.com,+1 4805058800,236
1660,"Domainshype.com, LLC",www.domainshype.com,2013,Domain Manager,tldadmin@logicboxes.com,+1 2013775952,103
1661,"Domdrill.com, LLC",www.domdrill.com,2013,Domain Manager,tldadmin@logicboxes.com,+1 2013775952,103
1663,"Hotdomaintrade.com, LLC",www.hotdomaintrade.com,2013,Domain Manager,tldadmin@logicboxes.com,+1 2013775952,103
1664,"Namware.com, LLC",www.namware.com,2013,Domain Manager,tldadmin@logicboxes.com,+1 2013775952,103
1665,"Vertex Names.com, LLC",vertexnames.com,2013,Domain Manager,tldadmin@logicboxes.com,+1 2013775952,103
1666,OpenTLD B.V.,www.opentld.com,2013,Joost Zuurbier,jzuurbier@opentld.com,+31 205315726,157
1668,"EastEndDomains, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1669,"InlandDomains, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1670,"AtlanticDomains, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1671,"MidWestDomains, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1672,"PacificDomains, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
1673,BDL Systemes SAS dba SYSTONIC,www.prodomaines.com,2013,Herve Berthou,icann@prodomaines.com,+33 557264442,76
1674,Domainia Inc.,www.domainia.com,2013,Efi Gershom,contact@domainia.com,+1 8169949324,236
1675,CV. Rumahweb Indonesia,www.rumahweb.com,2013,Rumahweb Indonesia,registrar@rumahweb.co.id,+62 274882257,104
1677,AcquiredNames LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
1678,BlastDomains LLC,www.NameBright.com,2013,Andrew Reberry,support@namebright.com,+1 3038930547,236
